Image_Name,xmin,ymin,xmax,ymax
148.png,8281152.331787875,3695161.9585769293,8281452.331787875,3695461.9585769293
149.png,8281152.331787875,3695461.9585769293,8281452.331787875,3695761.9585769293
150.png,8281152.331787875,3695761.9585769293,8281452.331787875,3696061.9585769293
151.png,8281152.331787875,3696061.9585769293,8281452.331787875,3696361.9585769293
152.png,8281152.331787875,3696361.9585769293,8281452.331787875,3696661.9585769293
153.png,8281452.331787875,3692161.9585769293,8281752.331787875,3692461.9585769293
154.png,8281452.331787875,3692461.9585769293,8281752.331787875,3692761.9585769293
155.png,8281452.331787875,3692761.9585769293,8281752.331787875,3693061.9585769293
156.png,8281452.331787875,3693061.9585769293,8281752.331787875,3693361.9585769293
157.png,8281452.331787875,3693361.9585769293,8281752.331787875,3693661.9585769293
158.png,8281452.331787875,3693661.9585769293,8281752.331787875,3693961.9585769293
159.png,8281452.331787875,3693961.9585769293,8281752.331787875,3694261.9585769293
160.png,8281452.331787875,3694261.9585769293,8281752.331787875,3694561.9585769293
161.png,8281452.331787875,3694561.9585769293,8281752.331787875,3694861.9585769293
162.png,8281452.331787875,3694861.9585769293,8281752.331787875,3695161.9585769293
163.png,8281452.331787875,3695161.9585769293,8281752.331787875,3695461.9585769293
164.png,8281452.331787875,3695461.9585769293,8281752.331787875,3695761.9585769293
165.png,8281452.331787875,3695761.9585769293,8281752.331787875,3696061.9585769293
166.png,8281452.331787875,3696061.9585769293,8281752.331787875,3696361.9585769293
167.png,8281452.331787875,3696361.9585769293,8281752.331787875,3696661.9585769293
168.png,8281752.331787875,3692161.9585769293,8282052.331787875,3692461.9585769293
169.png,8281752.331787875,3692461.9585769293,8282052.331787875,3692761.9585769293
170.png,8281752.331787875,3692761.9585769293,8282052.331787875,3693061.9585769293
171.png,8281752.331787875,3693061.9585769293,8282052.331787875,3693361.9585769293
172.png,8281752.331787875,3693361.9585769293,8282052.331787875,3693661.9585769293
173.png,8281752.331787875,3693661.9585769293,8282052.331787875,3693961.9585769293
174.png,8281752.331787875,3693961.9585769293,8282052.331787875,3694261.9585769293
175.png,8281752.331787875,3694261.9585769293,8282052.331787875,3694561.9585769293
176.png,8281752.331787875,3694561.9585769293,8282052.331787875,3694861.9585769293
177.png,8281752.331787875,3694861.9585769293,8282052.331787875,3695161.9585769293
178.png,8281752.331787875,3695161.9585769293,8282052.331787875,3695461.9585769293
179.png,8281752.331787875,3695461.9585769293,8282052.331787875,3695761.9585769293
180.png,8281752.331787875,3695761.9585769293,8282052.331787875,3696061.9585769293
181.png,8281752.331787875,3696061.9585769293,8282052.331787875,3696361.9585769293
182.png,8281752.331787875,3696361.9585769293,8282052.331787875,3696661.9585769293
183.png,8282052.331787875,3692161.9585769293,8282352.331787875,3692461.9585769293
184.png,8282052.331787875,3692461.9585769293,8282352.331787875,3692761.9585769293
185.png,8282052.331787875,3692761.9585769293,8282352.331787875,3693061.9585769293
186.png,8282052.331787875,3693061.9585769293,8282352.331787875,3693361.9585769293
187.png,8282052.331787875,3693361.9585769293,8282352.331787875,3693661.9585769293
188.png,8282052.331787875,3693661.9585769293,8282352.331787875,3693961.9585769293
189.png,8282052.331787875,3693961.9585769293,8282352.331787875,3694261.9585769293
190.png,8282052.331787875,3694261.9585769293,8282352.331787875,3694561.9585769293
191.png,8282052.331787875,3694561.9585769293,8282352.331787875,3694861.9585769293
192.png,8282052.331787875,3694861.9585769293,8282352.331787875,3695161.9585769293
193.png,8282052.331787875,3695161.9585769293,8282352.331787875,3695461.9585769293
194.png,8282052.331787875,3695461.9585769293,8282352.331787875,3695761.9585769293
195.png,8282052.331787875,3695761.9585769293,8282352.331787875,3696061.9585769293
196.png,8282052.331787875,3696061.9585769293,8282352.331787875,3696361.9585769293
197.png,8282052.331787875,3696361.9585769293,8282352.331787875,3696661.9585769293
198.png,8282352.331787875,3691861.9585769293,8282652.331787875,3692161.9585769293
199.png,8282352.331787875,3692161.9585769293,8282652.331787875,3692461.9585769293
200.png,8282352.331787875,3692461.9585769293,8282652.331787875,3692761.9585769293
201.png,8282352.331787875,3692761.9585769293,8282652.331787875,3693061.9585769293
202.png,8282352.331787875,3693061.9585769293,8282652.331787875,3693361.9585769293
203.png,8282352.331787875,3693361.9585769293,8282652.331787875,3693661.9585769293
204.png,8282352.331787875,3693661.9585769293,8282652.331787875,3693961.9585769293
205.png,8282352.331787875,3693961.9585769293,8282652.331787875,3694261.9585769293
206.png,8282352.331787875,3694261.9585769293,8282652.331787875,3694561.9585769293
207.png,8282352.331787875,3694561.9585769293,8282652.331787875,3694861.9585769293
208.png,8282352.331787875,3694861.9585769293,8282652.331787875,3695161.9585769293
209.png,8282352.331787875,3695161.9585769293,8282652.331787875,3695461.9585769293
210.png,8282352.331787875,3695461.9585769293,8282652.331787875,3695761.9585769293
211.png,8282352.331787875,3695761.9585769293,8282652.331787875,3696061.9585769293
212.png,8282352.331787875,3696061.9585769293,8282652.331787875,3696361.9585769293
213.png,8282352.331787875,3696361.9585769293,8282652.331787875,3696661.9585769293
214.png,8282652.331787875,3691861.9585769293,8282952.331787875,3692161.9585769293
215.png,8282652.331787875,3692161.9585769293,8282952.331787875,3692461.9585769293
216.png,8282652.331787875,3692461.9585769293,8282952.331787875,3692761.9585769293
217.png,8282652.331787875,3692761.9585769293,8282952.331787875,3693061.9585769293
218.png,8282652.331787875,3693061.9585769293,8282952.331787875,3693361.9585769293
219.png,8282652.331787875,3693361.9585769293,8282952.331787875,3693661.9585769293
220.png,8282652.331787875,3693661.9585769293,8282952.331787875,3693961.9585769293
221.png,8282652.331787875,3693961.9585769293,8282952.331787875,3694261.9585769293
222.png,8282652.331787875,3694261.9585769293,8282952.331787875,3694561.9585769293
223.png,8282652.331787875,3694561.9585769293,8282952.331787875,3694861.9585769293
224.png,8282652.331787875,3694861.9585769293,8282952.331787875,3695161.9585769293
225.png,8282652.331787875,3695161.9585769293,8282952.331787875,3695461.9585769293
226.png,8282652.331787875,3695461.9585769293,8282952.331787875,3695761.9585769293
227.png,8282652.331787875,3695761.9585769293,8282952.331787875,3696061.9585769293
228.png,8282652.331787875,3696061.9585769293,8282952.331787875,3696361.9585769293
229.png,8282652.331787875,3696361.9585769293,8282952.331787875,3696661.9585769293
230.png,8282952.331787875,3692161.9585769293,8283252.331787875,3692461.9585769293
231.png,8282952.331787875,3692461.9585769293,8283252.331787875,3692761.9585769293
232.png,8282952.331787875,3692761.9585769293,8283252.331787875,3693061.9585769293
233.png,8282952.331787875,3693061.9585769293,8283252.331787875,3693361.9585769293
234.png,8282952.331787875,3693361.9585769293,8283252.331787875,3693661.9585769293
235.png,8282952.331787875,3693661.9585769293,8283252.331787875,3693961.9585769293
236.png,8282952.331787875,3693961.9585769293,8283252.331787875,3694261.9585769293
237.png,8282952.331787875,3694261.9585769293,8283252.331787875,3694561.9585769293
238.png,8282952.331787875,3694561.9585769293,8283252.331787875,3694861.9585769293
239.png,8282952.331787875,3694861.9585769293,8283252.331787875,3695161.9585769293
240.png,8282952.331787875,3695161.9585769293,8283252.331787875,3695461.9585769293
241.png,8282952.331787875,3695461.9585769293,8283252.331787875,3695761.9585769293
242.png,8282952.331787875,3695761.9585769293,8283252.331787875,3696061.9585769293
243.png,8282952.331787875,3696061.9585769293,8283252.331787875,3696361.9585769293
244.png,8283252.331787875,3692161.9585769293,8283552.331787875,3692461.9585769293
245.png,8283252.331787875,3692461.9585769293,8283552.331787875,3692761.9585769293
246.png,8283252.331787875,3692761.9585769293,8283552.331787875,3693061.9585769293
247.png,8283252.331787875,3693061.9585769293,8283552.331787875,3693361.9585769293
248.png,8283252.331787875,3693361.9585769293,8283552.331787875,3693661.9585769293
249.png,8283252.331787875,3693661.9585769293,8283552.331787875,3693961.9585769293
250.png,8283252.331787875,3694261.9585769293,8283552.331787875,3694561.9585769293
251.png,8283252.331787875,3694561.9585769293,8283552.331787875,3694861.9585769293
252.png,8283252.331787875,3694861.9585769293,8283552.331787875,3695161.9585769293
253.png,8283252.331787875,3695161.9585769293,8283552.331787875,3695461.9585769293
254.png,8283252.331787875,3695461.9585769293,8283552.331787875,3695761.9585769293
255.png,8283252.331787875,3695761.9585769293,8283552.331787875,3696061.9585769293
256.png,8283552.331787875,3691861.9585769293,8283852.331787875,3692161.9585769293
257.png,8283552.331787875,3692161.9585769293,8283852.331787875,3692461.9585769293
258.png,8283552.331787875,3692461.9585769293,8283852.331787875,3692761.9585769293
259.png,8283552.331787875,3692761.9585769293,8283852.331787875,3693061.9585769293
260.png,8283552.331787875,3693061.9585769293,8283852.331787875,3693361.9585769293
261.png,8283552.331787875,3693361.9585769293,8283852.331787875,3693661.9585769293
262.png,8283552.331787875,3693661.9585769293,8283852.331787875,3693961.9585769293
263.png,8283552.331787875,3693961.9585769293,8283852.331787875,3694261.9585769293
264.png,8283552.331787875,3694861.9585769293,8283852.331787875,3695161.9585769293
265.png,8283552.331787875,3695161.9585769293,8283852.331787875,3695461.9585769293
266.png,8283852.331787875,3691561.9585769293,8284152.331787875,3691861.9585769293
267.png,8283852.331787875,3691861.9585769293,8284152.331787875,3692161.9585769293
268.png,8283852.331787875,3692161.9585769293,8284152.331787875,3692461.9585769293
269.png,8283852.331787875,3692461.9585769293,8284152.331787875,3692761.9585769293
270.png,8283852.331787875,3692761.9585769293,8284152.331787875,3693061.9585769293
271.png,8283852.331787875,3693061.9585769293,8284152.331787875,3693361.9585769293
272.png,8283852.331787875,3693361.9585769293,8284152.331787875,3693661.9585769293
273.png,8283852.331787875,3693661.9585769293,8284152.331787875,3693961.9585769293
274.png,8283852.331787875,3693961.9585769293,8284152.331787875,3694261.9585769293
275.png,8284152.331787875,3691561.9585769293,8284452.331787875,3691861.9585769293
276.png,8284152.331787875,3691861.9585769293,8284452.331787875,3692161.9585769293
277.png,8284152.331787875,3692161.9585769293,8284452.331787875,3692461.9585769293
278.png,8284152.331787875,3692461.9585769293,8284452.331787875,3692761.9585769293
279.png,8284152.331787875,3692761.9585769293,8284452.331787875,3693061.9585769293
280.png,8284152.331787875,3693061.9585769293,8284452.331787875,3693361.9585769293
281.png,8284152.331787875,3693361.9585769293,8284452.331787875,3693661.9585769293
282.png,8284152.331787875,3693661.9585769293,8284452.331787875,3693961.9585769293
283.png,8284152.331787875,3693961.9585769293,8284452.331787875,3694261.9585769293
284.png,8284452.331787875,3691861.9585769293,8284752.331787875,3692161.9585769293
285.png,8284452.331787875,3692161.9585769293,8284752.331787875,3692461.9585769293
286.png,8284452.331787875,3692461.9585769293,8284752.331787875,3692761.9585769293
287.png,8284452.331787875,3692761.9585769293,8284752.331787875,3693061.9585769293
288.png,8284452.331787875,3693061.9585769293,8284752.331787875,3693361.9585769293
289.png,8284452.331787875,3693361.9585769293,8284752.331787875,3693661.9585769293
290.png,8284452.331787875,3693661.9585769293,8284752.331787875,3693961.9585769293
291.png,8284452.331787875,3693961.9585769293,8284752.331787875,3694261.9585769293
292.png,8284452.331787875,3694261.9585769293,8284752.331787875,3694561.9585769293
293.png,8284752.331787875,3692461.9585769293,8285052.331787875,3692761.9585769293
294.png,8284752.331787875,3692761.9585769293,8285052.331787875,3693061.9585769293
295.png,8284752.331787875,3693061.9585769293,8285052.331787875,3693361.9585769293
296.png,8284752.331787875,3693361.9585769293,8285052.331787875,3693661.9585769293
297.png,8284752.331787875,3693661.9585769293,8285052.331787875,3693961.9585769293
298.png,8284752.331787875,3693961.9585769293,8285052.331787875,3694261.9585769293
299.png,8284752.331787875,3697861.9585769293,8285052.331787875,3698161.9585769293
300.png,8284752.331787875,3698161.9585769293,8285052.331787875,3698461.9585769293
301.png,8284752.331787875,3698461.9585769293,8285052.331787875,3698761.9585769293
302.png,8284752.331787875,3699961.9585769293,8285052.331787875,3700261.9585769293
303.png,8284752.331787875,3700261.9585769293,8285052.331787875,3700561.9585769293
304.png,8284752.331787875,3700561.9585769293,8285052.331787875,3700861.9585769293
305.png,8284752.331787875,3700861.9585769293,8285052.331787875,3701161.9585769293
306.png,8285052.331787875,3692761.9585769293,8285352.331787875,3693061.9585769293
307.png,8285052.331787875,3693061.9585769293,8285352.331787875,3693361.9585769293
308.png,8285052.331787875,3693361.9585769293,8285352.331787875,3693661.9585769293
309.png,8285052.331787875,3693661.9585769293,8285352.331787875,3693961.9585769293
310.png,8285052.331787875,3693961.9585769293,8285352.331787875,3694261.9585769293
311.png,8285052.331787875,3694561.9585769293,8285352.331787875,3694861.9585769293
312.png,8285052.331787875,3697861.9585769293,8285352.331787875,3698161.9585769293
313.png,8285052.331787875,3698161.9585769293,8285352.331787875,3698461.9585769293
314.png,8285052.331787875,3698461.9585769293,8285352.331787875,3698761.9585769293
315.png,8285052.331787875,3699661.9585769293,8285352.331787875,3699961.9585769293
316.png,8285052.331787875,3699961.9585769293,8285352.331787875,3700261.9585769293
317.png,8285052.331787875,3700261.9585769293,8285352.331787875,3700561.9585769293
318.png,8285052.331787875,3700561.9585769293,8285352.331787875,3700861.9585769293
319.png,8285052.331787875,3700861.9585769293,8285352.331787875,3701161.9585769293
320.png,8285052.331787875,3701161.9585769293,8285352.331787875,3701461.9585769293
321.png,8285352.331787875,3693061.9585769293,8285652.331787875,3693361.9585769293
322.png,8285352.331787875,3693361.9585769293,8285652.331787875,3693661.9585769293
323.png,8285352.331787875,3693661.9585769293,8285652.331787875,3693961.9585769293
324.png,8285352.331787875,3695761.9585769293,8285652.331787875,3696061.9585769293
325.png,8285352.331787875,3696061.9585769293,8285652.331787875,3696361.9585769293
326.png,8285352.331787875,3697561.9585769293,8285652.331787875,3697861.9585769293
327.png,8285352.331787875,3697861.9585769293,8285652.331787875,3698161.9585769293
328.png,8285352.331787875,3698161.9585769293,8285652.331787875,3698461.9585769293
329.png,8285352.331787875,3699661.9585769293,8285652.331787875,3699961.9585769293
330.png,8285352.331787875,3699961.9585769293,8285652.331787875,3700261.9585769293
331.png,8285352.331787875,3700261.9585769293,8285652.331787875,3700561.9585769293
332.png,8285352.331787875,3700561.9585769293,8285652.331787875,3700861.9585769293
333.png,8285352.331787875,3700861.9585769293,8285652.331787875,3701161.9585769293
334.png,8285352.331787875,3701161.9585769293,8285652.331787875,3701461.9585769293
335.png,8285352.331787875,3701461.9585769293,8285652.331787875,3701761.9585769293
336.png,8285352.331787875,3701761.9585769293,8285652.331787875,3702061.9585769293
337.png,8285652.331787875,3689161.9585769293,8285952.331787875,3689461.9585769293
338.png,8285652.331787875,3689461.9585769293,8285952.331787875,3689761.9585769293
339.png,8285652.331787875,3689761.9585769293,8285952.331787875,3690061.9585769293
340.png,8285652.331787875,3690061.9585769293,8285952.331787875,3690361.9585769293
341.png,8285652.331787875,3695161.9585769293,8285952.331787875,3695461.9585769293
342.png,8285652.331787875,3695461.9585769293,8285952.331787875,3695761.9585769293
343.png,8285652.331787875,3695761.9585769293,8285952.331787875,3696061.9585769293
344.png,8285652.331787875,3696061.9585769293,8285952.331787875,3696361.9585769293
345.png,8285652.331787875,3697561.9585769293,8285952.331787875,3697861.9585769293
346.png,8285652.331787875,3697861.9585769293,8285952.331787875,3698161.9585769293
347.png,8285652.331787875,3698161.9585769293,8285952.331787875,3698461.9585769293
348.png,8285652.331787875,3699961.9585769293,8285952.331787875,3700261.9585769293
349.png,8285652.331787875,3700261.9585769293,8285952.331787875,3700561.9585769293
350.png,8285652.331787875,3700561.9585769293,8285952.331787875,3700861.9585769293
351.png,8285652.331787875,3700861.9585769293,8285952.331787875,3701161.9585769293
352.png,8285652.331787875,3701161.9585769293,8285952.331787875,3701461.9585769293
353.png,8285652.331787875,3701461.9585769293,8285952.331787875,3701761.9585769293
354.png,8285652.331787875,3701761.9585769293,8285952.331787875,3702061.9585769293
355.png,8285952.331787875,3689161.9585769293,8286252.331787875,3689461.9585769293
356.png,8285952.331787875,3689461.9585769293,8286252.331787875,3689761.9585769293
357.png,8285952.331787875,3689761.9585769293,8286252.331787875,3690061.9585769293
358.png,8285952.331787875,3690061.9585769293,8286252.331787875,3690361.9585769293
359.png,8285952.331787875,3690361.9585769293,8286252.331787875,3690661.9585769293
360.png,8285952.331787875,3693361.9585769293,8286252.331787875,3693661.9585769293
361.png,8285952.331787875,3693661.9585769293,8286252.331787875,3693961.9585769293
362.png,8285952.331787875,3695461.9585769293,8286252.331787875,3695761.9585769293
363.png,8285952.331787875,3695761.9585769293,8286252.331787875,3696061.9585769293
364.png,8285952.331787875,3696061.9585769293,8286252.331787875,3696361.9585769293
365.png,8285952.331787875,3696361.9585769293,8286252.331787875,3696661.9585769293
366.png,8285952.331787875,3697261.9585769293,8286252.331787875,3697561.9585769293
367.png,8285952.331787875,3697561.9585769293,8286252.331787875,3697861.9585769293
