Image_Name,xmin,ymin,xmax,ymax
Image_79.png,8289743.181868858,3693730.5494354786,8290043.181868858,3694030.5494354786
Image_80.png,8289743.181868858,3694030.5494354786,8290043.181868858,3694330.5494354786
Image_81.png,8289743.181868858,3694330.5494354786,8290043.181868858,3694630.5494354786
Image_88.png,8290043.181868858,3692830.5494354786,8290343.181868858,3693130.5494354786
Image_89.png,8290043.181868858,3693130.5494354786,8290343.181868858,3693430.5494354786
Image_90.png,8290043.181868858,3693430.5494354786,8290343.181868858,3693730.5494354786
Image_91.png,8290043.181868858,3693730.5494354786,8290343.181868858,3694030.5494354786
Image_92.png,8290043.181868858,3694030.5494354786,8290343.181868858,3694330.5494354786
Image_93.png,8290043.181868858,3694330.5494354786,8290343.181868858,3694630.5494354786
Image_97.png,8290343.181868858,3689830.5494354786,8290643.181868858,3690130.5494354786
Image_100.png,8290343.181868858,3692530.5494354786,8290643.181868858,3692830.5494354786
Image_101.png,8290343.181868858,3692830.5494354786,8290643.181868858,3693130.5494354786
Image_102.png,8290343.181868858,3693130.5494354786,8290643.181868858,3693430.5494354786
Image_103.png,8290343.181868858,3693430.5494354786,8290643.181868858,3693730.5494354786
Image_104.png,8290343.181868858,3693730.5494354786,8290643.181868858,3694030.5494354786
Image_105.png,8290343.181868858,3694030.5494354786,8290643.181868858,3694330.5494354786
Image_106.png,8290343.181868858,3694330.5494354786,8290643.181868858,3694630.5494354786
Image_110.png,8290643.181868858,3689830.5494354786,8290943.181868858,3690130.5494354786
Image_115.png,8290643.181868858,3692530.5494354786,8290943.181868858,3692830.5494354786
Image_116.png,8290643.181868858,3692830.5494354786,8290943.181868858,3693130.5494354786
Image_117.png,8290643.181868858,3693130.5494354786,8290943.181868858,3693430.5494354786
Image_118.png,8290643.181868858,3693430.5494354786,8290943.181868858,3693730.5494354786
Image_127.png,8290943.181868858,3692230.5494354786,8291243.181868858,3692530.5494354786
Image_128.png,8290943.181868858,3692530.5494354786,8291243.181868858,3692830.5494354786
Image_129.png,8290943.181868858,3692830.5494354786,8291243.181868858,3693130.5494354786
Image_130.png,8290943.181868858,3693130.5494354786,8291243.181868858,3693430.5494354786
Image_145.png,8291243.181868858,3692230.5494354786,8291543.181868858,3692530.5494354786
Image_146.png,8291243.181868858,3692530.5494354786,8291543.181868858,3692830.5494354786
Image_147.png,8291243.181868858,3692830.5494354786,8291543.181868858,3693130.5494354786
Image_148.png,8291243.181868858,3693130.5494354786,8291543.181868858,3693430.5494354786
Image_149.png,8291243.181868858,3693430.5494354786,8291543.181868858,3693730.5494354786
Image_157.png,8291543.181868858,3690430.5494354786,8291843.181868858,3690730.5494354786
Image_158.png,8291543.181868858,3690730.5494354786,8291843.181868858,3691030.5494354786
Image_159.png,8291543.181868858,3691030.5494354786,8291843.181868858,3691330.5494354786
Image_160.png,8291543.181868858,3691330.5494354786,8291843.181868858,3691630.5494354786
Image_161.png,8291543.181868858,3691630.5494354786,8291843.181868858,3691930.5494354786
Image_162.png,8291543.181868858,3691930.5494354786,8291843.181868858,3692230.5494354786
Image_163.png,8291543.181868858,3692230.5494354786,8291843.181868858,3692530.5494354786
Image_164.png,8291543.181868858,3692530.5494354786,8291843.181868858,3692830.5494354786
Image_165.png,8291543.181868858,3692830.5494354786,8291843.181868858,3693130.5494354786
Image_166.png,8291543.181868858,3693130.5494354786,8291843.181868858,3693430.5494354786
Image_167.png,8291543.181868858,3693430.5494354786,8291843.181868858,3693730.5494354786
Image_168.png,8291543.181868858,3693730.5494354786,8291843.181868858,3694030.5494354786
Image_169.png,8291543.181868858,3694030.5494354786,8291843.181868858,3694330.5494354786
Image_170.png,8291543.181868858,3694330.5494354786,8291843.181868858,3694630.5494354786
Image_174.png,8291843.181868858,3690430.5494354786,8292143.181868858,3690730.5494354786
Image_175.png,8291843.181868858,3690730.5494354786,8292143.181868858,3691030.5494354786
Image_176.png,8291843.181868858,3691030.5494354786,8292143.181868858,3691330.5494354786
Image_177.png,8291843.181868858,3691330.5494354786,8292143.181868858,3691630.5494354786
Image_178.png,8291843.181868858,3691630.5494354786,8292143.181868858,3691930.5494354786
Image_179.png,8291843.181868858,3691930.5494354786,8292143.181868858,3692230.5494354786
Image_180.png,8291843.181868858,3692230.5494354786,8292143.181868858,3692530.5494354786
Image_181.png,8291843.181868858,3692530.5494354786,8292143.181868858,3692830.5494354786
Image_184.png,8291843.181868858,3693430.5494354786,8292143.181868858,3693730.5494354786
Image_185.png,8291843.181868858,3693730.5494354786,8292143.181868858,3694030.5494354786
Image_186.png,8291843.181868858,3694030.5494354786,8292143.181868858,3694330.5494354786
Image_187.png,8291843.181868858,3694330.5494354786,8292143.181868858,3694630.5494354786
Image_188.png,8291843.181868858,3694630.5494354786,8292143.181868858,3694930.5494354786
Image_191.png,8292143.181868858,3690430.5494354786,8292443.181868858,3690730.5494354786
Image_192.png,8292143.181868858,3690730.5494354786,8292443.181868858,3691030.5494354786
Image_193.png,8292143.181868858,3691030.5494354786,8292443.181868858,3691330.5494354786
Image_194.png,8292143.181868858,3691330.5494354786,8292443.181868858,3691630.5494354786
Image_195.png,8292143.181868858,3691630.5494354786,8292443.181868858,3691930.5494354786
Image_196.png,8292143.181868858,3691930.5494354786,8292443.181868858,3692230.5494354786
Image_197.png,8292143.181868858,3692230.5494354786,8292443.181868858,3692530.5494354786
Image_198.png,8292143.181868858,3692530.5494354786,8292443.181868858,3692830.5494354786
Image_201.png,8292143.181868858,3693430.5494354786,8292443.181868858,3693730.5494354786
Image_202.png,8292143.181868858,3693730.5494354786,8292443.181868858,3694030.5494354786
Image_203.png,8292143.181868858,3694030.5494354786,8292443.181868858,3694330.5494354786
Image_208.png,8292443.181868858,3690430.5494354786,8292743.181868858,3690730.5494354786
Image_209.png,8292443.181868858,3690730.5494354786,8292743.181868858,3691030.5494354786
Image_210.png,8292443.181868858,3691030.5494354786,8292743.181868858,3691330.5494354786
Image_211.png,8292443.181868858,3691330.5494354786,8292743.181868858,3691630.5494354786
Image_212.png,8292443.181868858,3691630.5494354786,8292743.181868858,3691930.5494354786
Image_213.png,8292443.181868858,3691930.5494354786,8292743.181868858,3692230.5494354786
Image_214.png,8292443.181868858,3692230.5494354786,8292743.181868858,3692530.5494354786
Image_215.png,8292443.181868858,3692530.5494354786,8292743.181868858,3692830.5494354786
Image_218.png,8292443.181868858,3693430.5494354786,8292743.181868858,3693730.5494354786
Image_219.png,8292443.181868858,3693730.5494354786,8292743.181868858,3694030.5494354786
Image_220.png,8292443.181868858,3694030.5494354786,8292743.181868858,3694330.5494354786
Image_225.png,8292743.181868858,3690430.5494354786,8293043.181868858,3690730.5494354786
Image_226.png,8292743.181868858,3690730.5494354786,8293043.181868858,3691030.5494354786
Image_227.png,8292743.181868858,3691030.5494354786,8293043.181868858,3691330.5494354786
Image_228.png,8292743.181868858,3691330.5494354786,8293043.181868858,3691630.5494354786
Image_229.png,8292743.181868858,3691630.5494354786,8293043.181868858,3691930.5494354786
Image_230.png,8292743.181868858,3691930.5494354786,8293043.181868858,3692230.5494354786
Image_235.png,8292743.181868858,3693430.5494354786,8293043.181868858,3693730.5494354786
Image_236.png,8292743.181868858,3693730.5494354786,8293043.181868858,3694030.5494354786
Image_237.png,8292743.181868858,3694030.5494354786,8293043.181868858,3694330.5494354786
Image_244.png,8293043.181868858,3691330.5494354786,8293343.181868858,3691630.5494354786
Image_245.png,8293043.181868858,3691630.5494354786,8293343.181868858,3691930.5494354786
Image_249.png,8293043.181868858,3692830.5494354786,8293343.181868858,3693130.5494354786
Image_252.png,8293043.181868858,3693730.5494354786,8293343.181868858,3694030.5494354786
Image_253.png,8293043.181868858,3694030.5494354786,8293343.181868858,3694330.5494354786
Image_268.png,8293343.181868858,3693730.5494354786,8293643.181868858,3694030.5494354786
