ImageId,id,WKT,Confidence
img1,14,"POLYGON ((734.285759112332 192.1085941272322, 734.285759112332 197.2038660721155, 733.1780912983231 197.2038660721155, 733.1780912983231 197.6469331977423, 737.7195293344557 197.6469331977423, 737.7195293344557 200.9699366376735, 733.1780912983231 200.9699366376735, 727.8405170193873 200.9699366376735, 727.8405170193873 198.2007671009051, 725.978250507731 198.2007671009051, 725.978250507731 195.7638979128096, 729.52278751228 195.7638979128096, 729.52278751228 196.8646428040229, 730.0766214197502 196.8646428040229, 730.0766214197502 192.1085941272322, 734.285759112332 192.1085941272322))",1
img1,15,"POLYGON ((331.3236272614449 1006.625155117945, 324.5114702056162 1006.625155117945, 324.5114702056162 997.3207454812946, 331.3236272614449 997.3207454812946, 331.3236272614449 1006.625155117945))",1
img1,16,"POLYGON ((243.7269489057362 681.0665849776706, 238.9085939158686 681.0665849776706, 238.9085939158686 667.9407213848317, 243.7269489057362 667.9407213848317, 243.7269489057362 681.0665849776706))",1
img1,17,"POLYGON ((238.9422854781151 753.4362923545996, 238.9422854781151 756.9254459693329, 241.766838402953 756.9254459693329, 241.766838402953 761.7438009587349, 231.4655277351849 761.7438009587349, 231.4655277351849 756.9254459693329, 235.120831519831 756.9254459693329, 235.120831519831 753.4362923545996, 238.9422854781151 753.4362923545996))",1
img1,18,"POLYGON ((584.826341050677 819.712900497485, 574.857330725994 819.712900497485, 574.857330725994 813.3991939569823, 584.826341050677 813.3991939569823, 584.826341050677 819.712900497485))",1
img1,19,"POLYGON ((416.0269849803299 786.5130993876373, 407.0271839923225 786.5130993876373, 407.0271839923225 779.8670925066108, 416.0269849803299 779.8670925066108, 416.0269849803299 786.5130993876373))",1
img1,20,"POLYGON ((321.8721865238622 221.1368752974086, 308.8017063201405 221.1368752974086, 308.8017063201405 216.7062040434685, 321.8721865238622 216.7062040434685, 321.8721865238622 221.1368752974086))",1
img1,21,"POLYGON ((311.2025763043202 562.3147154293256, 309.9267917503603 566.833119058283, 298.1578212287277 563.5101156185847, 299.4336057826877 558.9917119881138, 311.2025763043202 562.3147154293256))",1
img1,22,"POLYGON ((602.8813264160417 861.2504435143201, 598.3398883803748 861.2504435143201, 598.3398883803748 853.829069162719, 600.1121568819508 853.829069162719, 600.1121568819508 850.5060657185968, 605.5397291691042 850.5060657185968, 605.5397291691042 855.9336380060995, 602.8813264160417 855.9336380060995, 602.8813264160417 861.2504435143201))",1
img1,23,"POLYGON ((610.1614225134254 718.236313097761, 610.4937228560448 720.2301151632564, 613.8167262976058 720.0085816017818, 612.0444577950984 725.325387104298, 604.5123166623525 725.8792210110696, 601.7431471268646 720.6731822892325, 603.1831152853556 719.4547476937296, 605.176917350851 721.5593165386235, 607.1707194144838 721.4485497577116, 607.3922529770061 718.3470798793714, 610.1614225134254 718.236313097761))",1
img1,24,"POLYGON ((696.1386488280259 861.7867393494816, 690.6003097598441 861.7867393494816, 690.6003097598441 851.6792705488624, 696.1386488280259 851.6792705488624, 696.1386488280259 861.7867393494816))",1
img1,25,"POLYGON ((65.48865952994674 743.3941298048012, 65.48865952994674 747.9632595366566, 69.08857992431149 747.9632595366566, 69.08857992431149 751.7016384060262, 63.96561628673226 751.7016384060262, 63.55024085566401 751.7016384060262, 58.98111112276092 751.7016384060262, 58.98111112276092 747.8248010596726, 61.61182218138129 747.8248010596726, 61.61182218138129 743.3941298048012, 65.48865952994674 743.3941298048012))",1
img1,26,"POLYGON ((249.7438927753828 1003.966752365115, 243.0978858936578 1003.966752365115, 243.0978858936578 995.825393932173, 249.7438927753828 995.825393932173, 249.7438927753828 1003.966752365115))",1
img1,27,"POLYGON ((294.1804911778308 215.3770026643761, 284.4330144179985 215.3770026643761, 284.4330144179985 209.8386635966599, 294.1804911778308 209.8386635966599, 294.1804911778308 215.3770026643761))",1
img1,28,"POLYGON ((344.9091386478394 270.1389455603203, 344.9091386478394 272.197592344135, 344.9215999082662 272.197592344135, 344.9215999082662 280.6712511193473, 339.6047944016755 280.6712511193473, 339.6047944016755 272.197592344135, 341.2538348617963 272.197592344135, 341.2538348617963 270.1389455603203, 344.9091386478394 270.1389455603203))",1
img1,29,"POLYGON ((683.5733112860471 450.8113349572523, 674.0889056306332 450.8113349572523, 674.0889056306332 445.4114543658216, 683.5733112860471 445.4114543658216, 683.5733112860471 450.8113349572523))",1
img1,30,"POLYGON ((977.1668959720992 1002.971925002756, 964.7610164582729 1002.971925002756, 964.7610164582729 998.9843208717648, 977.1668959720992 998.9843208717648, 977.1668959720992 1002.971925002756))",1
img1,31,"POLYGON ((641.5977779561654 978.981686269748, 636.2809724514373 978.981686269748, 636.2809724514373 969.8434268039418, 641.5977779561654 969.8434268039418, 641.5977779561654 978.981686269748))",1
img1,32,"POLYGON ((585.7368856887333 868.1254601333058, 585.4784298660234 874.3623683704063, 576.0780223528855 867.1507124574855, 578.3819714062847 863.6061754537513, 585.7368856887333 868.1254601333058))",1
img1,33,"POLYGON ((573.1958290073089 815.7252963660285, 558.2423135214485 815.7252963660285, 558.2423135214485 812.5130597073585, 573.1958290073089 812.5130597073585, 573.1958290073089 815.7252963660285))",1
img1,34,"POLYGON ((114.9183357199654 779.3933337532217, 114.9183357199654 782.5778787173331, 109.1030796975829 782.5778787173331, 105.641617778223 782.5778787173331, 105.641617778223 776.208788786782, 109.1030796975829 776.208788786782, 109.1030796975829 779.3933337532217, 112.7030000905506 779.3933337532217, 112.7030000905506 776.0703303096816, 114.9183357199654 776.0703303096816, 114.9183357199654 779.3933337532217))",1
img1,35,"POLYGON ((468.7391154319048 785.9356906210305, 465.3758593769744 789.8066079668934, 458.3572995364666 783.7085149922641, 461.720555591397 779.8375976431416, 468.7391154319048 785.9356906210305))",1
img1,36,"POLYGON ((656.0216897809878 665.8439953129273, 656.0216897809878 672.3515437210444, 657.7939582853578 672.3515437210444, 657.7939582853578 678.3744874567492, 653.8063541548327 678.3744874567492, 653.8063541548327 672.3515437210444, 652.4217693875544 672.3515437210444, 652.4217693875544 665.8439953129273, 656.0216897809878 665.8439953129273))",1
img1,37,"POLYGON ((798.259990609251 844.0498392602894, 792.167817633599 844.0498392602894, 792.167817633599 836.2961645632749, 798.259990609251 836.2961645632749, 798.259990609251 844.0498392602894))",1
img1,38,"POLYGON ((131.9138024691492 231.1054241071688, 131.9138024691492 232.9053843062138, 133.7137626679614 232.9053843062138, 133.7137626679614 241.766726814094, 132.0522609464824 241.766726814094, 132.0522609464824 242.597477675532, 127.7600481668487 242.597477675532, 127.7600481668487 239.828308142256, 129.9753837944008 239.828308142256, 129.9753837944008 233.874593640794, 129.0061744586565 233.874593640794, 129.0061744586565 231.1054241071688, 131.9138024691492 231.1054241071688))",1
img1,39,"POLYGON ((491.9598869075999 752.2566690805834, 486.3610452348366 760.1407522527734, 482.4339437098242 757.3519410232548, 488.0327853821218 749.4678578504827, 491.9598869075999 752.2566690805834))",1
img1,40,"POLYGON ((125.6083751013502 390.0778671323787, 125.6083751013502 394.7144759664079, 122.6354214148596 394.7144759664079, 122.6354214148596 390.0778671323787, 119.7532051135786 390.0778671323787, 119.7532051135786 384.5386819565902, 125.6718659959733 384.5386819565902, 125.6718659959733 390.0778671323787, 125.6083751013502 390.0778671323787))",1
img1,41,"POLYGON ((75.32511916570365 202.2550279854331, 64.42282271850854 202.2550279854331, 64.42282271850854 197.9943604075816, 75.32511916570365 197.9943604075816, 75.32511916570365 202.2550279854331))",1
img1,42,"POLYGON ((555.7984752408229 391.9807897256687, 555.7984752408229 395.8576270737685, 552.5862385812216 395.8576270737685, 552.5862385812216 391.9807897256687, 550.7032032967545 391.9807897256687, 550.7032032967545 397.2975952298148, 547.9340337640606 397.2975952298148, 547.9340337640606 391.3161890361225, 549.1524683577009 391.3161890361225, 549.1524683577009 389.2116201908793, 555.7984752408229 389.2116201908793, 555.7984752408229 389.7654540945077, 555.7984752408229 391.9807897256687))",1
img1,43,"POLYGON ((511.9064458222128 668.5599044862902, 503.2666368754581 668.5599044862902, 503.2666368754581 663.2430989794666, 511.9064458222128 663.2430989794666, 511.9064458222128 668.5599044862902))",1
img1,44,"POLYGON ((264.8439091299661 320.8509780074237, 258.0317520750687 320.8509780074237, 258.0317520750687 314.3711212964263, 264.8439091299661 314.3711212964263, 264.8439091299661 320.8509780074237))",1
img1,45,"POLYGON ((182.9008596106432 220.314222517889, 175.5700064166449 220.314222517889, 175.5700064166449 216.554834540002, 179.4234004975297 216.554834540002, 179.4234004975297 211.855538879754, 182.9008596106432 211.855538879754, 182.9008596106432 216.554834540002, 182.9008596106432 220.314222517889))",1
img1,46,"POLYGON ((355.5895947725512 518.2715355146211, 350.6050896109082 518.2715355146211, 350.6050896109082 509.4655763939954, 355.5895947725512 509.4655763939954, 355.5895947725512 518.2715355146211))",1
img1,47,"POLYGON ((247.1212241109461 256.7170115916524, 244.2966711851768 256.7170115916524, 244.2966711851768 241.2650455866242, 247.1212241109461 241.2650455866242, 247.1212241109461 256.7170115916524))",1
img1,48,"POLYGON ((198.9376742104068 246.4157009209739, 198.9376742104068 256.3847112458898, 195.4485205970705 256.3847112458898, 195.4485205970705 254.2247590089682, 193.5654853126034 254.2247590089682, 193.5654853126034 250.0710047077155, 195.4485205970705 250.0710047077155, 195.4485205970705 246.4157009209739, 198.9376742104068 246.4157009209739))",1
img1,49,"POLYGON ((283.3253466025926 215.3770026643761, 278.0085410960019 215.3770026643761, 278.0085410960019 207.4017944070511, 283.3253466025926 207.4017944070511, 283.3253466025926 215.3770026643761))",1
img1,50,"POLYGON ((673.4958412279375 898.5970606631599, 672.9601459875703 902.6147749773227, 662.5938988970593 901.2326086994726, 663.1295941392891 897.2148943856591, 673.4958412279375 898.5970606631599))",1
img1,51,"POLYGON ((68.87862618127838 351.7769020968117, 61.23448729189113 351.7769020968117, 61.23448729189113 346.2630969968159, 68.87862618127838 346.2630969968159, 68.87862618127838 351.7769020968117))",1
img1,52,"POLYGON ((154.0790980327874 332.8477895543911, 154.0790980327874 336.4819212418515, 154.4550457731821 336.4819212418515, 154.4550457731821 339.7400668611517, 154.0790980327874 339.7400668611517, 154.0790980327874 341.3691524445312, 150.4449918963946 341.3691524445312, 150.4449918963946 339.7400668611517, 147.4374610716477 339.7400668611517, 147.4374610716477 336.4819212418515, 150.4449918963946 336.4819212418515, 150.4449918963946 332.8477895543911, 154.0790980327874 332.8477895543911))",1
img1,53,"POLYGON ((1004.415524193086 963.4281840518815, 997.6587505284697 963.4281840518815, 997.6587505284697 957.2252442924073, 1004.415524193086 957.2252442924073, 1004.415524193086 963.4281840518815))",1
img1,54,"POLYGON ((372.0384618076496 518.1053853398189, 364.7278542378917 518.1053853398189, 364.7278542378917 512.4562794913072, 372.0384618076496 512.4562794913072, 372.0384618076496 518.1053853398189))",1
img1,55,"POLYGON ((25.77334531815723 283.7992357775802, 22.59595176856965 287.5677723084809, 16.20495040295646 282.1792809650069, 19.38234395161271 278.4107444277033, 25.77334531815723 283.7992357775802))",1
img1,56,"POLYGON ((397.9650423433632 658.7787361619994, 387.7191150654107 658.7787361619994, 387.7191150654107 654.7634403362172, 397.9650423433632 654.7634403362172, 397.9650423433632 658.7787361619994))",1
img1,57,"POLYGON ((556.1931280661374 816.611430618912, 543.4549482082948 816.611430618912, 543.4549482082948 813.3991939569823, 556.1931280661374 813.3991939569823, 556.1931280661374 816.611430618912))",1
img1,58,"POLYGON ((423.0883672931232 789.5591858755797, 417.5727263349108 796.1779550248757, 413.9501078301109 793.1591062702937, 419.4657487878576 786.5403371208813, 423.0883672931232 789.5591858755797))",1
img1,59,"POLYGON ((615.3460507690907 1008.556416895473, 607.8692930261604 1008.556416895473, 607.8692930261604 1003.239611388533, 615.3460507690907 1003.239611388533, 615.3460507690907 1008.556416895473))",1
img1,60,"POLYGON ((388.6606327071786 379.6321397158317, 388.6606327071786 381.985933820717, 391.291343764402 381.985933820717, 391.291343764402 386.2781465987209, 386.4452970796265 386.2781465987209, 386.4452970796265 383.3705185854342, 382.8453766847961 383.3705185854342, 382.8453766847961 379.6321397158317, 388.6606327071786 379.6321397158317))",1
img1,61,"POLYGON ((443.4525749324821 619.379453552654, 435.3112165005878 619.379453552654, 435.3112165005878 614.5610985652311, 443.4525749324821 614.5610985652311, 443.4525749324821 619.379453552654))",1
img1,62,"POLYGON ((236.8503743046895 534.346103132586, 236.8503743046895 536.007604852668, 240.0349192698486 536.007604852668, 240.0349192698486 540.0755148988683, 242.4219434079714 540.0755148988683, 242.4219434079714 542.9831429113401, 239.9296908271499 542.9831429113401, 239.9296908271499 542.5151532574091, 236.8503743046895 542.5151532574091, 236.8503743046895 538.4998574353522, 234.0812047701329 538.4998574353522, 234.0812047701329 534.346103132586, 236.8503743046895 534.346103132586))",1
img1,63,"POLYGON ((637.1671067029238 961.8682185459184, 629.686070415657 966.4719331846572, 627.3642465504818 962.6989694068907, 634.8452828386799 958.095254768501, 637.1671067029238 961.8682185459184))",1
img1,64,"POLYGON ((447.7551721003838 629.3140800254187, 443.5460344078019 629.3140800254187, 443.5460344078019 620.120437171543, 447.7551721003838 620.120437171543, 447.7551721003838 629.3140800254187))",1
img1,65,"POLYGON ((636.6619178731926 281.2966219091322, 629.5728438650258 281.2966219091322, 629.5728438650258 275.8690496213967, 636.6619178731926 275.8690496213967, 636.6619178731926 281.2966219091322))",1
img1,66,"POLYGON ((121.4405968319625 210.1497715021251, 113.0445541134104 210.1497715021251, 113.0445541134104 206.5156781430123, 118.8089881953783 206.5156781430123, 118.8089881953783 203.5081345421495, 121.4405968319625 203.5081345421495, 121.4405968319625 206.5156781430123, 121.4405968319625 210.1497715021251))",1
img1,67,"POLYGON ((356.9938288452104 878.1910721090389, 353.2554499739781 878.1910721090389, 353.2554499739781 867.9451448330656, 356.9938288452104 867.9451448330656, 356.9938288452104 878.1910721090389))",1
img1,68,"POLYGON ((349.1422713627107 738.871518329368, 341.1670631021261 738.871518329368, 341.1670631021261 734.8839142017532, 345.65311774984 734.8839142017532, 345.65311774984 733.2224124806235, 349.3084215340205 733.2224124806235, 349.3084215340205 735.5485148890875, 349.1422713627107 735.5485148890875, 349.1422713627107 738.871518329368))",1
img1,69,"POLYGON ((412.7468693167903 176.6497052015038, 406.7931548203342 176.6497052015038, 406.7931548203342 170.2806152701378, 412.7468693167903 170.2806152701378, 412.7468693167903 176.6497052015038))",1
img1,70,"POLYGON ((133.7360961162485 226.6008167167893, 126.7185259875841 226.6008167167893, 126.7185259875841 221.2123253677273, 133.7360961162485 221.2123253677273, 133.7360961162485 226.6008167167893))",1
img1,71,"POLYGON ((149.7377811376937 445.8540170164779, 149.7377811376937 455.5464497460052, 146.4147776952013 455.6441851402633, 146.4147776952013 453.2615455202758, 144.4071297827177 453.2615455202758, 144.4071297827177 450.5616052246187, 146.4147776952013 450.5616052246187, 146.4147776952013 445.8540170164779, 149.7377811376937 445.8540170164779))",1
img1,72,"POLYGON ((895.1567863808013 591.9694750595372, 890.5876566502266 591.9694750595372, 890.5876566502266 583.8004249313381, 895.1567863808013 583.8004249313381, 895.1567863808013 591.9694750595372))",1
img1,73,"POLYGON ((515.8116671624593 420.7801528826822, 507.3933917777613 420.7801528826822, 507.3933917777613 416.3494816292077, 515.8116671624593 416.3494816292077, 515.8116671624593 420.7801528826822))",1
img1,74,"POLYGON ((99.44228937570006 328.0858988873661, 93.80317052267492 328.0858988873661, 93.80317052267492 321.5695837683743, 99.44228937570006 321.5695837683743, 99.44228937570006 328.0858988873661))",1
img1,75,"POLYGON ((633.2037328165025 662.2440749177476, 627.8038522219285 662.2440749177476, 627.8038522219285 655.4596095604356, 633.2037328165025 655.4596095604356, 633.2037328165025 662.2440749177476))",1
img1,76,"POLYGON ((461.4288697340526 249.0634885249892, 450.1306580342352 249.0634885249892, 450.1306580342352 245.8235601693159, 461.4288697340526 245.8235601693159, 461.4288697340526 249.0634885249892))",1
img1,77,"POLYGON ((183.0712701552548 467.1340529605513, 177.1175556574017 474.3338937521912, 174.1272418140434 471.8611342246877, 180.0809563118964 464.661293437588, 183.0712701552548 467.1340529605513))",1
img1,78,"POLYGON ((427.3805800708942 793.5744817007799, 423.5263088117354 799.8697914214572, 419.3499884223565 797.3128605723614, 423.2042596815154 791.0175508473767, 427.3805800708942 793.5744817007799))",1
img1,79,"POLYGON ((597.4812150462531 457.7259512868477, 597.4812150462531 460.0797453896375, 601.0811354415491 460.0797453896375, 601.0811354415491 462.9873734023422, 597.4812150462531 462.9873734023422, 597.4812150462531 464.0950412156526, 593.4659192212857 464.0950412156526, 593.4659192212857 457.7259512868477, 597.4812150462531 457.7259512868477))",1
img1,80,"POLYGON ((176.3055167221464 1003.302151677315, 176.3055167221464 1008.12050666695, 180.1269706808962 1008.12050666695, 180.1269706808962 1011.277359936619, 176.3055167221464 1011.277359936619, 176.3055167221464 1011.775810453109, 173.4809637977742 1011.775810453109, 173.4809637977742 1003.302151677315, 176.3055167221464 1003.302151677315))",1
img1,81,"POLYGON ((451.1977113606408 788.9204737182008, 446.1740883877501 795.0953436203999, 442.6686691944487 792.2434771584813, 447.6922921664082 786.0686072552344, 451.1977113606408 788.9204737182008))",1
img1,82,"POLYGON ((130.3004107419401 256.028662876226, 123.6587818711996 256.028662876226, 123.6587818711996 250.6401715300744, 130.3004107419401 250.6401715300744, 130.3004107419401 256.028662876226))",1
img1,83,"POLYGON ((446.988573668059 784.7113360235235, 441.6604097238742 790.9661371766124, 438.3487647199072 788.1451062475098, 443.6769286645576 781.890305096982, 446.988573668059 784.7113360235235))",1
img1,84,"POLYGON ((459.4549266463146 797.8408054820029, 456.9976588198915 800.5148910568096, 454.0922790449113 797.8450826168992, 451.6611126996577 800.4907636409625, 449.4881645566784 798.4940004821401, 454.3765987278894 793.1742338862969, 456.5495468708687 795.1709970412776, 459.4549266463146 797.8408054820029))",1
img1,85,"POLYGON ((518.3224270367064 957.3683180512162, 514.944040204864 957.3683180512162, 514.944040204864 946.8454738202272, 518.3224270367064 946.8454738202272, 518.3224270367064 957.3683180512162))",1
img1,86,"POLYGON ((996.6883412147872 763.3156245388091, 996.6883412147872 765.9972883195151, 1002.293324959464 765.9972883195151, 1002.293324959464 769.4864419312216, 996.6883412147872 769.4864419312216, 996.6883412147872 769.7124061651994, 994.1960886339657 769.7124061651994, 994.1960886339657 763.3156245388091, 996.6883412147872 763.3156245388091))",1
img1,87,"POLYGON ((442.0903742914088 599.3246662605088, 442.0903742914088 602.1492191853467, 436.7735687848181 602.1492191853467, 436.7735687848181 599.3246662605088, 435.6105175809935 599.3246662605088, 435.6105175809935 596.7493385925191, 443.5026507549919 596.7493385925191, 443.5026507549919 599.3246662605088, 442.0903742914088 599.3246662605088))",1
img1,88,"POLYGON ((880.757104802411 591.2771826746175, 872.0342207695358 591.2771826746175, 872.0342207695358 587.2618868486024, 880.757104802411 587.2618868486024, 880.757104802411 591.2771826746175))",1
img1,89,"POLYGON ((443.7848752732389 562.2237943632063, 437.6373189077713 562.2237943632063, 437.6373189077713 556.5746885144617, 443.7848752732389 556.5746885144617, 443.7848752732389 562.2237943632063))",1
img1,90,"POLYGON ((400.7009818428196 231.2023450275883, 400.7009818428196 233.2792221779237, 404.7162776691839 233.2792221779237, 404.7162776691839 237.5714349561604, 397.7933538327925 237.5714349561604, 397.7933538327925 233.2792221779237, 398.3471877397969 233.2792221779237, 398.3471877397969 231.2023450275883, 400.7009818428196 231.2023450275883))",1
img1,91,"POLYGON ((814.9857745971531 845.6005742002744, 810.2228029975668 845.6005742002744, 810.2228029975668 838.4007334102644, 814.9857745971531 838.4007334102644, 814.9857745971531 845.6005742002744))",1
img1,92,"POLYGON ((366.5215793605894 799.4166410350008, 359.709422307089 799.4166410350008, 359.709422307089 794.4321358683519, 366.5215793605894 794.4321358683519, 366.5215793605894 799.4166410350008))",1
img1,93,"POLYGON ((121.0888596558943 359.158161542262, 115.9965970376506 359.158161542262, 115.9965970376506 354.0075062108226, 121.0888596558943 354.0075062108226, 123.8580291899852 354.0075062108226, 123.8580291899852 356.7894521878334, 121.0888596558943 356.7894521878334, 121.0888596558943 359.158161542262))",1
img1,94,"POLYGON ((658.1506734597497 281.2966219091322, 651.5046665784903 281.2966219091322, 651.5046665784903 276.2013499632012, 658.1506734597497 276.2013499632012, 658.1506734597497 281.2966219091322))",1
img1,95,"POLYGON ((186.4182587424293 581.4972143227933, 180.270702376496 581.4972143227933, 180.270702376496 576.0142586436123, 186.4182587424293 576.0142586436123, 186.4182587424293 581.4972143227933))",1
img1,96,"POLYGON ((623.483947750181 619.9034727372928, 616.5610239137895 619.9034727372928, 616.5610239137895 615.057426048792, 623.483947750181 615.057426048792, 623.483947750181 619.9034727372928))",1
img1,97,"POLYGON ((890.7399148270488 780.8167759986827, 880.6878294171765 780.8167759986827, 880.6878294171765 777.4937725556083, 890.7399148270488 777.4937725556083, 890.7399148270488 780.8167759986827))",1
img1,98,"POLYGON ((232.5948873781599 678.2420320529491, 227.4442320433445 678.2420320529491, 227.4442320433445 671.762175341486, 232.5948873781599 671.762175341486, 232.5948873781599 678.2420320529491))",1
img1,99,"POLYGON ((854.2069072970189 930.7495374496793, 850.1916114715859 930.7495374496793, 850.1916114715859 922.4420288464753, 854.2069072970189 922.4420288464753, 854.2069072970189 930.7495374496793))",1
img1,100,"POLYGON ((572.486413912382 733.6349270166829, 567.8342090947554 733.6349270166829, 567.8342090947554 726.4904696195154, 572.486413912382 726.4904696195154, 572.486413912382 733.6349270166829))",1
img1,101,"POLYGON ((399.6126982141286 269.8991816330235, 394.6281930506229 269.8991816330235, 394.6281930506229 263.2531747489702, 399.6126982141286 263.2531747489702, 399.6126982141286 269.8991816330235))",1
img1,102,"POLYGON ((426.8204066897742 270.5881200943841, 421.3374510114081 270.5881200943841, 421.3374510114081 264.5513305081986, 426.8204066897742 264.5513305081986, 426.8204066897742 270.5881200943841))",1
img1,103,"POLYGON ((494.0552251879126 714.0236683756812, 491.009138699621 714.0236683756812, 491.009138699621 705.9930767258629, 492.0697306310758 705.9930767258629, 492.0697306310758 704.7247970771277, 496.3065600199625 704.7247970771277, 496.3065600199625 707.3831998320529, 494.0552251879126 707.3831998320529, 494.0552251879126 714.0236683756812))",1
img1,104,"POLYGON ((339.0924980388954 377.4168040880468, 333.0003250632435 377.4168040880468, 333.0003250632435 372.0169234934729, 339.0924980388954 372.0169234934729, 339.0924980388954 377.4168040880468))",1
img1,105,"POLYGON ((821.5125687196851 431.0636947153835, 821.5125687196851 435.4943659724668, 822.2048611035571 435.4943659724668, 822.2048611035571 438.1250770294573, 819.297233090736 438.1250770294573, 819.297233090736 435.4943659724668, 815.8357711727731 435.4943659724668, 815.8357711727731 431.0636947153835, 821.5125687196851 431.0636947153835))",1
img1,106,"POLYGON ((186.4182587424293 574.0204565809108, 179.1076511717401 574.0204565809108, 179.1076511717401 569.534401932382, 186.4182587424293 569.534401932382, 186.4182587424293 574.0204565809108))",1
img1,107,"POLYGON ((329.3683284502476 528.1154716791352, 326.5059357932769 535.6923934211954, 322.7223215680569 534.2630280470476, 325.5847142250277 526.6861063052202, 329.3683284502476 528.1154716791352))",1
img1,108,"POLYGON ((824.6121924868785 992.9106090269051, 814.7816406399943 992.9106090269051, 814.7816406399943 989.5876055840636, 824.6121924868785 989.5876055840636, 824.6121924868785 992.9106090269051))",1
img1,109,"POLYGON ((90.33909462485462 499.3682182668708, 85.76996489334852 499.3682182668708, 85.76996489334852 492.2376067157602, 90.33909462485462 492.2376067157602, 90.33909462485462 499.3682182668708))",1
img1,110,"POLYGON ((710.1573388162069 410.312230515643, 703.719019650016 410.312230515643, 703.719019650016 405.2584961178945, 710.1573388162069 405.2584961178945, 710.1573388162069 410.312230515643))",1
img1,111,"POLYGON ((18.95942960120738 60.92195377277676, 14.63952512852848 60.92195377277676, 14.63952512852848 53.44519602856599, 18.95942960120738 53.44519602856599, 18.95942960120738 60.92195377277676))",1
img1,112,"POLYGON ((221.0640266370028 886.1927221501246, 210.2642654534429 886.1927221501246, 210.2642654534429 883.2020190554904, 221.0640266370028 883.2020190554904, 221.0640266370028 886.1927221501246))",1
img1,113,"POLYGON ((447.4999469756149 197.1415597550804, 440.4385646642186 197.1415597550804, 440.4385646642186 192.5724300224101, 447.4999469756149 192.5724300224101, 447.4999469756149 197.1415597550804))",1
